[train_onemodel - 2018-11-29 01:31:33,959 - INFO] at epoch:  41, under train mode, labeled_data dice: 0.889 
[train_onemodel - 2018-11-29 01:31:47,025 - INFO] at epoch:  41, under train mode, unlabeled_data dice: 0.844 
[train_onemodel - 2018-11-29 01:31:49,223 - INFO] at epoch:  41, under train mode, val_data dice: 0.839 
[train_onemodel - 2018-11-29 01:31:52,379 - INFO] at epoch:  41, under eval mode, labeled_data dice: 0.888 
[train_onemodel - 2018-11-29 01:32:03,882 - INFO] at epoch:  41, under eval mode, unlabeled_data dice: 0.837 
[train_onemodel - 2018-11-29 01:32:05,947 - INFO] at epoch:  41, under eval mode, val_data dice: 0.833 
[train_onemodel - 2018-11-29 01:32:20,078 - INFO] at epoch:  42, under train mode, labeled_data dice: 0.895 
[train_onemodel - 2018-11-29 01:32:32,994 - INFO] at epoch:  42, under train mode, unlabeled_data dice: 0.849 
[train_onemodel - 2018-11-29 01:32:35,279 - INFO] at epoch:  42, under train mode, val_data dice: 0.847 
[train_onemodel - 2018-11-29 01:32:38,477 - INFO] at epoch:  42, under eval mode, labeled_data dice: 0.899 
[train_onemodel - 2018-11-29 01:32:50,374 - INFO] at epoch:  42, under eval mode, unlabeled_data dice: 0.848 
[train_onemodel - 2018-11-29 01:32:52,394 - INFO] at epoch:  42, under eval mode, val_data dice: 0.844 
[train_onemodel - 2018-11-29 01:33:06,201 - INFO] at epoch:  43, under train mode, labeled_data dice: 0.896 
[train_onemodel - 2018-11-29 01:33:19,447 - INFO] at epoch:  43, under train mode, unlabeled_data dice: 0.845 
[train_onemodel - 2018-11-29 01:33:21,734 - INFO] at epoch:  43, under train mode, val_data dice: 0.840 
[train_onemodel - 2018-11-29 01:33:24,891 - INFO] at epoch:  43, under eval mode, labeled_data dice: 0.892 
[train_onemodel - 2018-11-29 01:33:37,051 - INFO] at epoch:  43, under eval mode, unlabeled_data dice: 0.842 
[train_onemodel - 2018-11-29 01:33:39,100 - INFO] at epoch:  43, under eval mode, val_data dice: 0.837 
[train_onemodel - 2018-11-29 01:33:53,145 - INFO] at epoch:  44, under train mode, labeled_data dice: 0.905 
[train_onemodel - 2018-11-29 01:34:06,517 - INFO] at epoch:  44, under train mode, unlabeled_data dice: 0.852 
[train_onemodel - 2018-11-29 01:34:08,793 - INFO] at epoch:  44, under train mode, val_data dice: 0.849 
[train_onemodel - 2018-11-29 01:34:12,002 - INFO] at epoch:  44, under eval mode, labeled_data dice: 0.905 
[train_onemodel - 2018-11-29 01:34:23,777 - INFO] at epoch:  44, under eval mode, unlabeled_data dice: 0.851 
[train_onemodel - 2018-11-29 01:34:25,806 - INFO] at epoch:  44, under eval mode, val_data dice: 0.845 
[train_onemodel - 2018-11-29 01:34:39,559 - INFO] at epoch:  45, under train mode, labeled_data dice: 0.897 
[train_onemodel - 2018-11-29 01:34:52,096 - INFO] at epoch:  45, under train mode, unlabeled_data dice: 0.841 
[train_onemodel - 2018-11-29 01:34:54,350 - INFO] at epoch:  45, under train mode, val_data dice: 0.842 
[train_onemodel - 2018-11-29 01:34:57,519 - INFO] at epoch:  45, under eval mode, labeled_data dice: 0.896 
[train_onemodel - 2018-11-29 01:35:09,186 - INFO] at epoch:  45, under eval mode, unlabeled_data dice: 0.838 
[train_onemodel - 2018-11-29 01:35:11,316 - INFO] at epoch:  45, under eval mode, val_data dice: 0.842 
[train_onemodel - 2018-11-29 01:35:25,276 - INFO] at epoch:  46, under train mode, labeled_data dice: 0.893 
[train_onemodel - 2018-11-29 01:35:38,339 - INFO] at epoch:  46, under train mode, unlabeled_data dice: 0.843 
[train_onemodel - 2018-11-29 01:35:40,503 - INFO] at epoch:  46, under train mode, val_data dice: 0.840 
[train_onemodel - 2018-11-29 01:35:43,640 - INFO] at epoch:  46, under eval mode, labeled_data dice: 0.887 
[train_onemodel - 2018-11-29 01:35:55,711 - INFO] at epoch:  46, under eval mode, unlabeled_data dice: 0.844 
[train_onemodel - 2018-11-29 01:35:57,846 - INFO] at epoch:  46, under eval mode, val_data dice: 0.840 
[train_onemodel - 2018-11-29 01:36:11,803 - INFO] at epoch:  47, under train mode, labeled_data dice: 0.900 
[train_onemodel - 2018-11-29 01:36:24,983 - INFO] at epoch:  47, under train mode, unlabeled_data dice: 0.849 
[train_onemodel - 2018-11-29 01:36:27,226 - INFO] at epoch:  47, under train mode, val_data dice: 0.849 
[train_onemodel - 2018-11-29 01:36:30,441 - INFO] at epoch:  47, under eval mode, labeled_data dice: 0.896 
[train_onemodel - 2018-11-29 01:36:42,515 - INFO] at epoch:  47, under eval mode, unlabeled_data dice: 0.846 
[train_onemodel - 2018-11-29 01:36:44,622 - INFO] at epoch:  47, under eval mode, val_data dice: 0.847 
[train_onemodel - 2018-11-29 01:36:58,620 - INFO] at epoch:  48, under train mode, labeled_data dice: 0.886 
[train_onemodel - 2018-11-29 01:37:11,807 - INFO] at epoch:  48, under train mode, unlabeled_data dice: 0.829 
[train_onemodel - 2018-11-29 01:37:13,971 - INFO] at epoch:  48, under train mode, val_data dice: 0.832 
[train_onemodel - 2018-11-29 01:37:17,135 - INFO] at epoch:  48, under eval mode, labeled_data dice: 0.879 
[train_onemodel - 2018-11-29 01:37:29,200 - INFO] at epoch:  48, under eval mode, unlabeled_data dice: 0.826 
[train_onemodel - 2018-11-29 01:37:31,279 - INFO] at epoch:  48, under eval mode, val_data dice: 0.827 
[train_onemodel - 2018-11-29 01:37:45,500 - INFO] at epoch:  49, under train mode, labeled_data dice: 0.904 
[train_onemodel - 2018-11-29 01:37:58,784 - INFO] at epoch:  49, under train mode, unlabeled_data dice: 0.842 
[train_onemodel - 2018-11-29 01:38:00,982 - INFO] at epoch:  49, under train mode, val_data dice: 0.844 
[train_onemodel - 2018-11-29 01:38:03,944 - INFO] at epoch:  49, under eval mode, labeled_data dice: 0.898 
[train_onemodel - 2018-11-29 01:38:16,178 - INFO] at epoch:  49, under eval mode, unlabeled_data dice: 0.843 
[train_onemodel - 2018-11-29 01:38:18,188 - INFO] at epoch:  49, under eval mode, val_data dice: 0.837 
[train_onemodel - 2018-11-29 01:38:32,312 - INFO] at epoch:  50, under train mode, labeled_data dice: 0.903 
[train_onemodel - 2018-11-29 01:38:45,573 - INFO] at epoch:  50, under train mode, unlabeled_data dice: 0.842 
[train_onemodel - 2018-11-29 01:38:47,745 - INFO] at epoch:  50, under train mode, val_data dice: 0.846 
[train_onemodel - 2018-11-29 01:38:50,889 - INFO] at epoch:  50, under eval mode, labeled_data dice: 0.892 
[train_onemodel - 2018-11-29 01:39:02,666 - INFO] at epoch:  50, under eval mode, unlabeled_data dice: 0.830 
[train_onemodel - 2018-11-29 01:39:04,713 - INFO] at epoch:  50, under eval mode, val_data dice: 0.829 
[train_onemodel - 2018-11-29 01:39:18,544 - INFO] at epoch:  51, under train mode, labeled_data dice: 0.912 
[train_onemodel - 2018-11-29 01:39:31,477 - INFO] at epoch:  51, under train mode, unlabeled_data dice: 0.850 
[train_onemodel - 2018-11-29 01:39:33,676 - INFO] at epoch:  51, under train mode, val_data dice: 0.851 
[train_onemodel - 2018-11-29 01:39:36,613 - INFO] at epoch:  51, under eval mode, labeled_data dice: 0.905 
[train_onemodel - 2018-11-29 01:39:48,636 - INFO] at epoch:  51, under eval mode, unlabeled_data dice: 0.845 
[train_onemodel - 2018-11-29 01:39:50,672 - INFO] at epoch:  51, under eval mode, val_data dice: 0.844 
[train_onemodel - 2018-11-29 01:40:04,433 - INFO] at epoch:  52, under train mode, labeled_data dice: 0.904 
[train_onemodel - 2018-11-29 01:40:17,790 - INFO] at epoch:  52, under train mode, unlabeled_data dice: 0.845 
[train_onemodel - 2018-11-29 01:40:20,033 - INFO] at epoch:  52, under train mode, val_data dice: 0.841 
[train_onemodel - 2018-11-29 01:40:23,282 - INFO] at epoch:  52, under eval mode, labeled_data dice: 0.891 
[train_onemodel - 2018-11-29 01:40:34,607 - INFO] at epoch:  52, under eval mode, unlabeled_data dice: 0.839 
[train_onemodel - 2018-11-29 01:40:36,690 - INFO] at epoch:  52, under eval mode, val_data dice: 0.836 
[train_onemodel - 2018-11-29 01:40:50,607 - INFO] at epoch:  53, under train mode, labeled_data dice: 0.899 
[train_onemodel - 2018-11-29 01:41:03,960 - INFO] at epoch:  53, under train mode, unlabeled_data dice: 0.844 
[train_onemodel - 2018-11-29 01:41:06,178 - INFO] at epoch:  53, under train mode, val_data dice: 0.839 
[train_onemodel - 2018-11-29 01:41:09,316 - INFO] at epoch:  53, under eval mode, labeled_data dice: 0.895 
[train_onemodel - 2018-11-29 01:41:21,343 - INFO] at epoch:  53, under eval mode, unlabeled_data dice: 0.844 
[train_onemodel - 2018-11-29 01:41:23,429 - INFO] at epoch:  53, under eval mode, val_data dice: 0.835 
[train_onemodel - 2018-11-29 01:41:37,325 - INFO] at epoch:  54, under train mode, labeled_data dice: 0.899 
[train_onemodel - 2018-11-29 01:41:50,402 - INFO] at epoch:  54, under train mode, unlabeled_data dice: 0.843 
[train_onemodel - 2018-11-29 01:41:52,562 - INFO] at epoch:  54, under train mode, val_data dice: 0.846 
[train_onemodel - 2018-11-29 01:41:55,780 - INFO] at epoch:  54, under eval mode, labeled_data dice: 0.898 
[train_onemodel - 2018-11-29 01:42:07,995 - INFO] at epoch:  54, under eval mode, unlabeled_data dice: 0.839 
[train_onemodel - 2018-11-29 01:42:10,047 - INFO] at epoch:  54, under eval mode, val_data dice: 0.837 
[train_onemodel - 2018-11-29 01:42:24,097 - INFO] at epoch:  55, under train mode, labeled_data dice: 0.914 
[train_onemodel - 2018-11-29 01:42:37,424 - INFO] at epoch:  55, under train mode, unlabeled_data dice: 0.854 
[train_onemodel - 2018-11-29 01:42:39,751 - INFO] at epoch:  55, under train mode, val_data dice: 0.850 
[train_onemodel - 2018-11-29 01:42:43,035 - INFO] at epoch:  55, under eval mode, labeled_data dice: 0.910 
[train_onemodel - 2018-11-29 01:42:54,975 - INFO] at epoch:  55, under eval mode, unlabeled_data dice: 0.850 
[train_onemodel - 2018-11-29 01:42:57,057 - INFO] at epoch:  55, under eval mode, val_data dice: 0.846 
[train_onemodel - 2018-11-29 01:43:10,922 - INFO] at epoch:  56, under train mode, labeled_data dice: 0.902 
[train_onemodel - 2018-11-29 01:43:23,952 - INFO] at epoch:  56, under train mode, unlabeled_data dice: 0.845 
[train_onemodel - 2018-11-29 01:43:26,217 - INFO] at epoch:  56, under train mode, val_data dice: 0.848 
[train_onemodel - 2018-11-29 01:43:29,478 - INFO] at epoch:  56, under eval mode, labeled_data dice: 0.900 
[train_onemodel - 2018-11-29 01:43:41,373 - INFO] at epoch:  56, under eval mode, unlabeled_data dice: 0.843 
[train_onemodel - 2018-11-29 01:43:43,481 - INFO] at epoch:  56, under eval mode, val_data dice: 0.845 
[train_onemodel - 2018-11-29 01:43:57,461 - INFO] at epoch:  57, under train mode, labeled_data dice: 0.907 
[train_onemodel - 2018-11-29 01:44:10,711 - INFO] at epoch:  57, under train mode, unlabeled_data dice: 0.847 
[train_onemodel - 2018-11-29 01:44:13,086 - INFO] at epoch:  57, under train mode, val_data dice: 0.849 
[train_onemodel - 2018-11-29 01:44:16,235 - INFO] at epoch:  57, under eval mode, labeled_data dice: 0.905 
[train_onemodel - 2018-11-29 01:44:27,976 - INFO] at epoch:  57, under eval mode, unlabeled_data dice: 0.846 
[train_onemodel - 2018-11-29 01:44:29,982 - INFO] at epoch:  57, under eval mode, val_data dice: 0.847 
[train_onemodel - 2018-11-29 01:44:43,862 - INFO] at epoch:  58, under train mode, labeled_data dice: 0.896 
[train_onemodel - 2018-11-29 01:44:56,876 - INFO] at epoch:  58, under train mode, unlabeled_data dice: 0.831 
[train_onemodel - 2018-11-29 01:44:59,215 - INFO] at epoch:  58, under train mode, val_data dice: 0.837 
[train_onemodel - 2018-11-29 01:45:02,464 - INFO] at epoch:  58, under eval mode, labeled_data dice: 0.884 
[train_onemodel - 2018-11-29 01:45:14,481 - INFO] at epoch:  58, under eval mode, unlabeled_data dice: 0.824 
[train_onemodel - 2018-11-29 01:45:16,545 - INFO] at epoch:  58, under eval mode, val_data dice: 0.827 
[train_onemodel - 2018-11-29 01:45:30,625 - INFO] at epoch:  59, under train mode, labeled_data dice: 0.913 
[train_onemodel - 2018-11-29 01:45:43,815 - INFO] at epoch:  59, under train mode, unlabeled_data dice: 0.847 
[train_onemodel - 2018-11-29 01:45:46,095 - INFO] at epoch:  59, under train mode, val_data dice: 0.850 
[train_onemodel - 2018-11-29 01:45:49,330 - INFO] at epoch:  59, under eval mode, labeled_data dice: 0.911 
[train_onemodel - 2018-11-29 01:46:01,013 - INFO] at epoch:  59, under eval mode, unlabeled_data dice: 0.847 
[train_onemodel - 2018-11-29 01:46:03,094 - INFO] at epoch:  59, under eval mode, val_data dice: 0.848 
[train_onemodel - 2018-11-29 01:46:16,979 - INFO] at epoch:  60, under train mode, labeled_data dice: 0.912 
[train_onemodel - 2018-11-29 01:46:30,042 - INFO] at epoch:  60, under train mode, unlabeled_data dice: 0.854 
[train_onemodel - 2018-11-29 01:46:32,339 - INFO] at epoch:  60, under train mode, val_data dice: 0.847 
[train_onemodel - 2018-11-29 01:46:35,458 - INFO] at epoch:  60, under eval mode, labeled_data dice: 0.908 
[train_onemodel - 2018-11-29 01:46:47,587 - INFO] at epoch:  60, under eval mode, unlabeled_data dice: 0.849 
[train_onemodel - 2018-11-29 01:46:49,676 - INFO] at epoch:  60, under eval mode, val_data dice: 0.843 
[train_onemodel - 2018-11-29 01:47:03,339 - INFO] at epoch:  61, under train mode, labeled_data dice: 0.916 
[train_onemodel - 2018-11-29 01:47:16,314 - INFO] at epoch:  61, under train mode, unlabeled_data dice: 0.856 
[train_onemodel - 2018-11-29 01:47:18,552 - INFO] at epoch:  61, under train mode, val_data dice: 0.853 
[train_onemodel - 2018-11-29 01:47:21,753 - INFO] at epoch:  61, under eval mode, labeled_data dice: 0.913 
[train_onemodel - 2018-11-29 01:47:33,756 - INFO] at epoch:  61, under eval mode, unlabeled_data dice: 0.851 
[train_onemodel - 2018-11-29 01:47:35,833 - INFO] at epoch:  61, under eval mode, val_data dice: 0.849 
[train_onemodel - 2018-11-29 01:47:50,000 - INFO] at epoch:  62, under train mode, labeled_data dice: 0.922 
[train_onemodel - 2018-11-29 01:48:03,018 - INFO] at epoch:  62, under train mode, unlabeled_data dice: 0.852 
[train_onemodel - 2018-11-29 01:48:05,247 - INFO] at epoch:  62, under train mode, val_data dice: 0.848 
[train_onemodel - 2018-11-29 01:48:08,403 - INFO] at epoch:  62, under eval mode, labeled_data dice: 0.915 
[train_onemodel - 2018-11-29 01:48:20,363 - INFO] at epoch:  62, under eval mode, unlabeled_data dice: 0.847 
[train_onemodel - 2018-11-29 01:48:22,441 - INFO] at epoch:  62, under eval mode, val_data dice: 0.842 
[train_onemodel - 2018-11-29 01:48:36,282 - INFO] at epoch:  63, under train mode, labeled_data dice: 0.920 
[train_onemodel - 2018-11-29 01:48:49,637 - INFO] at epoch:  63, under train mode, unlabeled_data dice: 0.854 
[train_onemodel - 2018-11-29 01:48:51,870 - INFO] at epoch:  63, under train mode, val_data dice: 0.849 
[train_onemodel - 2018-11-29 01:48:55,172 - INFO] at epoch:  63, under eval mode, labeled_data dice: 0.916 
[train_onemodel - 2018-11-29 01:49:07,159 - INFO] at epoch:  63, under eval mode, unlabeled_data dice: 0.851 
[train_onemodel - 2018-11-29 01:49:09,287 - INFO] at epoch:  63, under eval mode, val_data dice: 0.842 
[train_onemodel - 2018-11-29 01:49:23,435 - INFO] at epoch:  64, under train mode, labeled_data dice: 0.922 
[train_onemodel - 2018-11-29 01:49:36,800 - INFO] at epoch:  64, under train mode, unlabeled_data dice: 0.853 
[train_onemodel - 2018-11-29 01:49:39,023 - INFO] at epoch:  64, under train mode, val_data dice: 0.850 
[train_onemodel - 2018-11-29 01:49:42,181 - INFO] at epoch:  64, under eval mode, labeled_data dice: 0.916 
[train_onemodel - 2018-11-29 01:49:53,863 - INFO] at epoch:  64, under eval mode, unlabeled_data dice: 0.851 
[train_onemodel - 2018-11-29 01:49:55,934 - INFO] at epoch:  64, under eval mode, val_data dice: 0.841 
[train_onemodel - 2018-11-29 01:50:09,827 - INFO] at epoch:  65, under train mode, labeled_data dice: 0.919 
[train_onemodel - 2018-11-29 01:50:23,068 - INFO] at epoch:  65, under train mode, unlabeled_data dice: 0.854 
[train_onemodel - 2018-11-29 01:50:25,365 - INFO] at epoch:  65, under train mode, val_data dice: 0.847 
[train_onemodel - 2018-11-29 01:50:28,428 - INFO] at epoch:  65, under eval mode, labeled_data dice: 0.915 
[train_onemodel - 2018-11-29 01:50:39,889 - INFO] at epoch:  65, under eval mode, unlabeled_data dice: 0.852 
[train_onemodel - 2018-11-29 01:50:41,952 - INFO] at epoch:  65, under eval mode, val_data dice: 0.842 
[train_onemodel - 2018-11-29 01:50:55,974 - INFO] at epoch:  66, under train mode, labeled_data dice: 0.917 
[train_onemodel - 2018-11-29 01:51:08,856 - INFO] at epoch:  66, under train mode, unlabeled_data dice: 0.848 
[train_onemodel - 2018-11-29 01:51:11,095 - INFO] at epoch:  66, under train mode, val_data dice: 0.849 
[train_onemodel - 2018-11-29 01:51:14,178 - INFO] at epoch:  66, under eval mode, labeled_data dice: 0.914 
[train_onemodel - 2018-11-29 01:51:26,089 - INFO] at epoch:  66, under eval mode, unlabeled_data dice: 0.843 
[train_onemodel - 2018-11-29 01:51:27,971 - INFO] at epoch:  66, under eval mode, val_data dice: 0.836 
[train_onemodel - 2018-11-29 01:51:41,885 - INFO] at epoch:  67, under train mode, labeled_data dice: 0.925 
[train_onemodel - 2018-11-29 01:51:55,083 - INFO] at epoch:  67, under train mode, unlabeled_data dice: 0.856 
[train_onemodel - 2018-11-29 01:51:57,380 - INFO] at epoch:  67, under train mode, val_data dice: 0.853 
[train_onemodel - 2018-11-29 01:52:00,486 - INFO] at epoch:  67, under eval mode, labeled_data dice: 0.924 
[train_onemodel - 2018-11-29 01:52:12,314 - INFO] at epoch:  67, under eval mode, unlabeled_data dice: 0.851 
[train_onemodel - 2018-11-29 01:52:14,302 - INFO] at epoch:  67, under eval mode, val_data dice: 0.846 
[train_onemodel - 2018-11-29 01:52:28,204 - INFO] at epoch:  68, under train mode, labeled_data dice: 0.922 
[train_onemodel - 2018-11-29 01:52:41,331 - INFO] at epoch:  68, under train mode, unlabeled_data dice: 0.848 
[train_onemodel - 2018-11-29 01:52:43,561 - INFO] at epoch:  68, under train mode, val_data dice: 0.853 
[train_onemodel - 2018-11-29 01:52:46,611 - INFO] at epoch:  68, under eval mode, labeled_data dice: 0.915 
[train_onemodel - 2018-11-29 01:52:58,186 - INFO] at epoch:  68, under eval mode, unlabeled_data dice: 0.840 
[train_onemodel - 2018-11-29 01:53:00,182 - INFO] at epoch:  68, under eval mode, val_data dice: 0.841 
[train_onemodel - 2018-11-29 01:53:14,068 - INFO] at epoch:  69, under train mode, labeled_data dice: 0.920 
[train_onemodel - 2018-11-29 01:53:27,264 - INFO] at epoch:  69, under train mode, unlabeled_data dice: 0.852 
[train_onemodel - 2018-11-29 01:53:29,531 - INFO] at epoch:  69, under train mode, val_data dice: 0.848 
[train_onemodel - 2018-11-29 01:53:32,714 - INFO] at epoch:  69, under eval mode, labeled_data dice: 0.922 
[train_onemodel - 2018-11-29 01:53:44,563 - INFO] at epoch:  69, under eval mode, unlabeled_data dice: 0.852 
[train_onemodel - 2018-11-29 01:53:46,624 - INFO] at epoch:  69, under eval mode, val_data dice: 0.848 
[train_onemodel - 2018-11-29 01:54:00,282 - INFO] at epoch:  70, under train mode, labeled_data dice: 0.926 
[train_onemodel - 2018-11-29 01:54:13,371 - INFO] at epoch:  70, under train mode, unlabeled_data dice: 0.855 
[train_onemodel - 2018-11-29 01:54:15,541 - INFO] at epoch:  70, under train mode, val_data dice: 0.852 
[train_onemodel - 2018-11-29 01:54:18,639 - INFO] at epoch:  70, under eval mode, labeled_data dice: 0.925 
[train_onemodel - 2018-11-29 01:54:30,316 - INFO] at epoch:  70, under eval mode, unlabeled_data dice: 0.851 
[train_onemodel - 2018-11-29 01:54:32,383 - INFO] at epoch:  70, under eval mode, val_data dice: 0.849 
[train_onemodel - 2018-11-29 01:54:46,428 - INFO] at epoch:  71, under train mode, labeled_data dice: 0.924 
[train_onemodel - 2018-11-29 01:54:59,692 - INFO] at epoch:  71, under train mode, unlabeled_data dice: 0.856 
[train_onemodel - 2018-11-29 01:55:01,871 - INFO] at epoch:  71, under train mode, val_data dice: 0.857 
[train_onemodel - 2018-11-29 01:55:05,174 - INFO] at epoch:  71, under eval mode, labeled_data dice: 0.922 
[train_onemodel - 2018-11-29 01:55:17,295 - INFO] at epoch:  71, under eval mode, unlabeled_data dice: 0.853 
[train_onemodel - 2018-11-29 01:55:19,482 - INFO] at epoch:  71, under eval mode, val_data dice: 0.851 
[train_onemodel - 2018-11-29 01:55:33,341 - INFO] at epoch:  72, under train mode, labeled_data dice: 0.926 
[train_onemodel - 2018-11-29 01:55:46,462 - INFO] at epoch:  72, under train mode, unlabeled_data dice: 0.855 
[train_onemodel - 2018-11-29 01:55:48,736 - INFO] at epoch:  72, under train mode, val_data dice: 0.854 
[train_onemodel - 2018-11-29 01:55:51,883 - INFO] at epoch:  72, under eval mode, labeled_data dice: 0.922 
[train_onemodel - 2018-11-29 01:56:03,970 - INFO] at epoch:  72, under eval mode, unlabeled_data dice: 0.848 
[train_onemodel - 2018-11-29 01:56:05,947 - INFO] at epoch:  72, under eval mode, val_data dice: 0.846 
[train_onemodel - 2018-11-29 01:56:19,820 - INFO] at epoch:  73, under train mode, labeled_data dice: 0.926 
[train_onemodel - 2018-11-29 01:56:32,526 - INFO] at epoch:  73, under train mode, unlabeled_data dice: 0.850 
[train_onemodel - 2018-11-29 01:56:34,869 - INFO] at epoch:  73, under train mode, val_data dice: 0.851 
[train_onemodel - 2018-11-29 01:56:38,087 - INFO] at epoch:  73, under eval mode, labeled_data dice: 0.927 
[train_onemodel - 2018-11-29 01:56:50,077 - INFO] at epoch:  73, under eval mode, unlabeled_data dice: 0.849 
[train_onemodel - 2018-11-29 01:56:52,057 - INFO] at epoch:  73, under eval mode, val_data dice: 0.845 
[train_onemodel - 2018-11-29 01:57:05,939 - INFO] at epoch:  74, under train mode, labeled_data dice: 0.930 
[train_onemodel - 2018-11-29 01:57:19,028 - INFO] at epoch:  74, under train mode, unlabeled_data dice: 0.853 
[train_onemodel - 2018-11-29 01:57:21,321 - INFO] at epoch:  74, under train mode, val_data dice: 0.848 
[train_onemodel - 2018-11-29 01:57:24,433 - INFO] at epoch:  74, under eval mode, labeled_data dice: 0.925 
[train_onemodel - 2018-11-29 01:57:36,336 - INFO] at epoch:  74, under eval mode, unlabeled_data dice: 0.851 
[train_onemodel - 2018-11-29 01:57:38,393 - INFO] at epoch:  74, under eval mode, val_data dice: 0.845 
[train_onemodel - 2018-11-29 01:57:52,368 - INFO] at epoch:  75, under train mode, labeled_data dice: 0.933 
[train_onemodel - 2018-11-29 01:58:05,464 - INFO] at epoch:  75, under train mode, unlabeled_data dice: 0.854 
[train_onemodel - 2018-11-29 01:58:07,737 - INFO] at epoch:  75, under train mode, val_data dice: 0.851 
[train_onemodel - 2018-11-29 01:58:10,934 - INFO] at epoch:  75, under eval mode, labeled_data dice: 0.930 
[train_onemodel - 2018-11-29 01:58:22,652 - INFO] at epoch:  75, under eval mode, unlabeled_data dice: 0.854 
[train_onemodel - 2018-11-29 01:58:24,719 - INFO] at epoch:  75, under eval mode, val_data dice: 0.849 
[train_onemodel - 2018-11-29 01:58:38,702 - INFO] at epoch:  76, under train mode, labeled_data dice: 0.933 
[train_onemodel - 2018-11-29 01:58:51,534 - INFO] at epoch:  76, under train mode, unlabeled_data dice: 0.856 
[train_onemodel - 2018-11-29 01:58:53,741 - INFO] at epoch:  76, under train mode, val_data dice: 0.851 
[train_onemodel - 2018-11-29 01:58:56,888 - INFO] at epoch:  76, under eval mode, labeled_data dice: 0.933 
[train_onemodel - 2018-11-29 01:59:08,946 - INFO] at epoch:  76, under eval mode, unlabeled_data dice: 0.854 
[train_onemodel - 2018-11-29 01:59:11,069 - INFO] at epoch:  76, under eval mode, val_data dice: 0.849 
[train_onemodel - 2018-11-29 01:59:25,014 - INFO] at epoch:  77, under train mode, labeled_data dice: 0.930 
[train_onemodel - 2018-11-29 01:59:38,051 - INFO] at epoch:  77, under train mode, unlabeled_data dice: 0.854 
[train_onemodel - 2018-11-29 01:59:40,207 - INFO] at epoch:  77, under train mode, val_data dice: 0.854 
[train_onemodel - 2018-11-29 01:59:43,440 - INFO] at epoch:  77, under eval mode, labeled_data dice: 0.929 
[train_onemodel - 2018-11-29 01:59:55,504 - INFO] at epoch:  77, under eval mode, unlabeled_data dice: 0.851 
[train_onemodel - 2018-11-29 01:59:57,605 - INFO] at epoch:  77, under eval mode, val_data dice: 0.850 
[train_onemodel - 2018-11-29 02:00:11,790 - INFO] at epoch:  78, under train mode, labeled_data dice: 0.933 
[train_onemodel - 2018-11-29 02:00:24,611 - INFO] at epoch:  78, under train mode, unlabeled_data dice: 0.854 
[train_onemodel - 2018-11-29 02:00:26,882 - INFO] at epoch:  78, under train mode, val_data dice: 0.855 
[train_onemodel - 2018-11-29 02:00:30,115 - INFO] at epoch:  78, under eval mode, labeled_data dice: 0.932 
[train_onemodel - 2018-11-29 02:00:42,107 - INFO] at epoch:  78, under eval mode, unlabeled_data dice: 0.855 
[train_onemodel - 2018-11-29 02:00:44,121 - INFO] at epoch:  78, under eval mode, val_data dice: 0.852 
[train_onemodel - 2018-11-29 02:00:58,214 - INFO] at epoch:  79, under train mode, labeled_data dice: 0.931 
[train_onemodel - 2018-11-29 02:01:11,215 - INFO] at epoch:  79, under train mode, unlabeled_data dice: 0.848 
[train_onemodel - 2018-11-29 02:01:13,472 - INFO] at epoch:  79, under train mode, val_data dice: 0.845 
[train_onemodel - 2018-11-29 02:01:16,686 - INFO] at epoch:  79, under eval mode, labeled_data dice: 0.926 
[train_onemodel - 2018-11-29 02:01:28,551 - INFO] at epoch:  79, under eval mode, unlabeled_data dice: 0.846 
[train_onemodel - 2018-11-29 02:01:30,494 - INFO] at epoch:  79, under eval mode, val_data dice: 0.837 
[train_onemodel - 2018-11-29 02:01:44,538 - INFO] at epoch:  80, under train mode, labeled_data dice: 0.928 
[train_onemodel - 2018-11-29 02:01:57,331 - INFO] at epoch:  80, under train mode, unlabeled_data dice: 0.851 
[train_onemodel - 2018-11-29 02:01:59,487 - INFO] at epoch:  80, under train mode, val_data dice: 0.849 
[train_onemodel - 2018-11-29 02:02:02,724 - INFO] at epoch:  80, under eval mode, labeled_data dice: 0.925 
[train_onemodel - 2018-11-29 02:02:14,791 - INFO] at epoch:  80, under eval mode, unlabeled_data dice: 0.848 
[train_onemodel - 2018-11-29 02:02:16,945 - INFO] at epoch:  80, under eval mode, val_data dice: 0.843 
[train_onemodel - 2018-11-29 02:02:30,804 - INFO] at epoch:  81, under train mode, labeled_data dice: 0.924 
[train_onemodel - 2018-11-29 02:02:43,940 - INFO] at epoch:  81, under train mode, unlabeled_data dice: 0.842 
[train_onemodel - 2018-11-29 02:02:46,187 - INFO] at epoch:  81, under train mode, val_data dice: 0.836 
[train_onemodel - 2018-11-29 02:02:49,277 - INFO] at epoch:  81, under eval mode, labeled_data dice: 0.920 
[train_onemodel - 2018-11-29 02:03:01,251 - INFO] at epoch:  81, under eval mode, unlabeled_data dice: 0.834 
[train_onemodel - 2018-11-29 02:03:03,283 - INFO] at epoch:  81, under eval mode, val_data dice: 0.823 
[train_onemodel - 2018-11-29 02:03:17,375 - INFO] at epoch:  82, under train mode, labeled_data dice: 0.932 
