,dev,lab,unlab,val
0,0.8407042989364036,0.9686399102210999,0.8395868255431392,0.8320137409063485
1,0.8433513137010428,0.956313968851016,0.8415168449821245,0.8294784747637235
2,0.8308607981755182,0.9516884226065417,0.8327427438942778,0.8239247065324051
3,0.8450731919361997,0.9520239405907117,0.8437929931893413,0.833547499546638
4,0.8269587489274836,0.9477702253139937,0.8361527638263012,0.8280635448602529
5,0.8222300162682167,0.913537017427958,0.820503757301583,0.8188286859255574
6,0.8367303064236273,0.9541415377305106,0.837776616682489,0.8317625036606423
7,0.8489591369262108,0.9578847323472682,0.8428614241531099,0.8360766025689931
8,0.8434462079635034,0.9660043831054982,0.8392698098378008,0.8355634670991164
9,0.8430175982988798,0.9617986163267721,0.8412285830601153,0.8328972917336686
10,0.8330460465871373,0.9602329054704082,0.832880841034005,0.8239734365389902
11,0.8449568757644066,0.9642802671744272,0.8444012844418903,0.8344097187885872
12,0.8432679038781388,0.9565499551021138,0.8431068525256886,0.8331119023836575
13,0.8389478481732882,0.9610434231849819,0.8375666983156318,0.8288562948887166
14,0.8407687012965859,0.9674451626264133,0.8379683849323233,0.8261010454251215
15,0.8373745203018189,0.9656398995564535,0.8389013158269674,0.8302319031495317
16,0.8368981714432058,0.9637026889966084,0.8374874326838069,0.8297760614982019
17,0.8426592707633974,0.9643657700373575,0.8412243272884783,0.8274678711707775
18,0.8295768132576573,0.9653648951878915,0.8322441554931275,0.8209876477718353
19,0.8384301469876215,0.9720291758959108,0.8380988439881664,0.8278501308881319
20,0.8388447257188649,0.9722007788144623,0.8369249901857724,0.8268777971084301
21,0.8372782120337853,0.9657332026041471,0.8362265127250947,0.826953277221093
22,0.8269148652370161,0.9465652658389166,0.8283215117741777,0.8185416936874392
23,0.830973523396712,0.9496126438562684,0.8343453145888914,0.8252920132416944
24,0.8385703930487997,0.9667479453178551,0.8376122666410655,0.8299657876674947
25,0.8386064914556651,0.9720859470275733,0.8404113447091665,0.829668767635639
26,0.8426841864219079,0.9730171091281449,0.8434082448482517,0.8333775346095744
27,0.8380826234817503,0.9742870571521614,0.838165614619312,0.8278237044811246
28,0.8404435396194457,0.9736078243989211,0.8387100389204829,0.8315160778852609
29,0.8393133777838486,0.9751877051133375,0.8384975984872105,0.8290285238852869
30,0.8322604518670302,0.9524663423116391,0.831778795604246,0.8285138180622685
31,0.8381660094627968,0.9731941578479911,0.8362452906298349,0.82983164695593
32,0.8360012279107022,0.9715905648011428,0.8361702308597332,0.8270916214356056
33,0.8317492540066058,0.9719234945682379,0.832246733501733,0.8243218174347511
34,0.8240358490210314,0.9196202720587071,0.8213585159864772,0.814714175462723
35,0.8398387468778171,0.9667200583678024,0.8397934178271922,0.8287519592505237
36,0.8428518139399012,0.9721786494438465,0.8431042616625875,0.8300888675909776
37,0.8400128144484299,0.9717659457371788,0.8402519365391102,0.8303697962027328
38,0.8402973165878883,0.9713471325544212,0.8381157712045924,0.8286606087134434
39,0.8396175567920393,0.9747178164812235,0.8374884401459284,0.8257391695792858
40,0.8402869829764732,0.976495616711103,0.8394625838980613,0.8315007741634662
41,0.8437729331163261,0.9746809865419679,0.838895640531218,0.8312348879300631
42,0.8354332813849817,0.9730390940721219,0.8337368618292971,0.8251263178311865
43,0.8474728134962229,0.9706133581124817,0.8410895413663015,0.8320748466711777
44,0.8422448084904598,0.9747541157098915,0.8382881639951688,0.8300397918774531
45,0.8358524074921242,0.974219880425013,0.8354747913688063,0.8245871520959414
46,0.8395631845180805,0.972665107020965,0.8358184561671982,0.8257661150051995
47,0.8410470403157747,0.9703609966314757,0.8375774363437332,0.8309113566692059
48,0.832307511109572,0.9700862111953589,0.8335986418178283,0.8277411094078652
49,0.8269853564409108,0.9695828602864194,0.8269148059638152,0.8234671262594369
50,0.8224575372842642,0.9394961618460141,0.8300770663353344,0.81925303202409
51,0.8394820350867053,0.9758773996279789,0.8394039019044627,0.8275054060495816
52,0.8399613481301528,0.97787428016846,0.8400258610047489,0.8284350349352912
53,0.8379105164454536,0.9780280131560106,0.8388827395726403,0.8278780235694005
54,0.8389425011781545,0.9793205135143721,0.8391798962311569,0.8286926411665405
55,0.8363267348362848,0.9784212547999164,0.8369263086692399,0.8284698147040145
56,0.8402919196165524,0.9781239181756975,0.8400555497910607,0.8300646988245158
57,0.8407495177709142,0.9791742207912296,0.8392049050474742,0.8274589566084053
